Team,Sport,Age,x
Italy-1,Tennis,28.125,-1971.875
Italy-2,Beach Volleyball,26.5,-1973.5
Italy-2,Tennis,27.125,-1972.875
Ivory Coast,Athletics,30.25,-1969.75
Ivory Coast,Football,22.666666666666668,-1977.3333333333333
Ivory Coast,Judo,28.0,-1972.0
Ivory Coast,Rowing,24.0,-1976.0
Ivory Coast,Swimming,26.0,-1974.0
Ivory Coast,Taekwondo,26.25,-1973.75
Jamaica,Artistic Gymnastics,27.0,-1973.0
Jamaica,Athletics,24.649006622516556,-1975.3509933774835
Jamaica,Badminton,24.0,-1976.0
Jamaica,Boxing,23.043478260869566,-1976.9565217391305
Jamaica,Cycling,21.34285714285714,-1978.6571428571428
Jamaica,Diving,21.0,-1979.0
Jamaica,Equestrianism,39.0,-1961.0
Jamaica,Gymnastics,20.0,-1980.0
Jamaica,Judo,26.0,-1974.0
Jamaica,Sailing,30.928571428571427,-1969.0714285714287
Jamaica,Shooting,38.0,-1962.0
Jamaica,Swimming,20.30952380952381,-1979.6904761904761
Jamaica,Table Tennis,26.333333333333332,-1973.6666666666667
Jamaica,Taekwondo,26.0,-1974.0
Jamaica,Triathlon,31.0,-1969.0
Jamaica,Weightlifting,29.0,-1971.0
Japan,3x3 Basketball,26.875,-1973.125
Japan,Archery,25.60377358490566,-1974.3962264150944
Japan,Art Competitions,39.98780487804878,-1960.0121951219512
Japan,Artistic Gymnastics,21.90625,-1978.09375
Japan,Artistic Swimming,24.5,-1975.5
Japan,Athletics,24.556206088992973,-1975.443793911007
Japan,Badminton,25.830188679245282,-1974.1698113207547
Japan,Baseball,26.330357142857142,-1973.669642857143
Japan,Baseball/Softball,28.41025641025641,-1971.5897435897436
Japan,Basketball,24.172661870503596,-1975.8273381294964
Japan,Beach Volleyball,33.285714285714285,-1966.7142857142858
Japan,Boxing,22.5,-1977.5
Japan,Canoe Slalom,29.25,-1970.75
Japan,Canoe Sprint,29.0,-1971.0
Japan,Canoeing,24.979591836734695,-1975.0204081632653
Japan,Cycling,24.323529411764707,-1975.6764705882354
Japan,Cycling BMX Freestyle,21.5,-1978.5
Japan,Cycling BMX Racing,24.5,-1975.5
Japan,Cycling Mountain Bike,34.5,-1965.5
Japan,Cycling Road,34.6,-1965.4
Japan,Cycling Track,28.583333333333332,-1971.4166666666667
Japan,Diving,22.55,-1977.45
Japan,Equestrian,37.78260869565217,-1962.2173913043478
Japan,Equestrianism,32.55102040816327,-1967.4489795918366
Japan,Fencing,25.66829268292683,-1974.331707317073
Japan,Football,23.484848484848484,-1976.5151515151515
Japan,Golf,29.125,-1970.875
Japan,Gymnastics,23.008223684210527,-1976.9917763157894
Japan,Handball,26.577319587628867,-1973.4226804123712
Japan,Hockey,25.372549019607842,-1974.6274509803923
Japan,Judo,24.870967741935484,-1975.1290322580646
Japan,Karate,27.875,-1972.125
Japan,Marathon Swimming,30.5,-1969.5
Japan,Modern Pentathlon,28.591836734693878,-1971.408163265306
Japan,Rhythmic Gymnastics,20.025,-1979.975
Japan,Rowing,23.71153846153846,-1976.2884615384614
Japan,Rugby Sevens,26.019607843137255,-1973.9803921568628
Japan,Sailing,29.486725663716815,-1970.513274336283
Japan,Shooting,32.27777777777778,-1967.7222222222222
Japan,Skateboarding,17.5,-1982.5
Japan,Softball,25.610169491525422,-1974.3898305084747
Japan,Sport Climbing,25.75,-1974.25
Japan,Surfing,22.5,-1977.5
Japan,Swimming,20.262403528114664,-1979.7375964718854
Japan,Synchronized Swimming,23.128205128205128,-1976.871794871795
Japan,Table Tennis,24.346153846153847,-1975.6538461538462
Japan,Taekwondo,25.272727272727273,-1974.7272727272727
Japan,Tennis,24.863013698630137,-1975.13698630137
Japan,Trampoline Gymnastics,24.25,-1975.75
Japan,Trampolining,23.25,-1976.75
Japan,Triathlon,27.90909090909091,-1972.090909090909
Japan,Volleyball,24.80859375,-1975.19140625
Japan,Water Polo,24.138613861386137,-1975.8613861386139
Japan,Weightlifting,25.14406779661017,-1974.8559322033898
Japan,Wrestling,25.326446280991735,-1974.6735537190082
Japan-1,Badminton,24.6875,-1975.3125
Japan-1,Beach Volleyball,29.0,-1971.0
Japan-1,Table Tennis,26.5625,-1973.4375
Japan-1,Tennis,25.666666666666668,-1974.3333333333333
Japan-2,Badminton,27.1875,-1972.8125
Japan-2,Beach Volleyball,29.0,-1971.0
Japan-2,Table Tennis,26.0625,-1973.9375
Japan-2,Tennis,27.5,-1972.5
Japan-3,Badminton,22.5,-1977.5
Jeanette-25,Sailing,,
Jeannette-18,Sailing,,
Jest,Sailing,28.5,-1971.5
Jet,Sailing,34.333333333333336,-1965.6666666666667
Jill,Sailing,30.666666666666668,-1969.3333333333333
Jo,Sailing,35.333333333333336,-1964.6666666666667
Johan,Sailing,26.75,-1973.25
John B,Sailing,39.333333333333336,-1960.6666666666667
Jordan,Archery,28.0,-1972.0
Jordan,Athletics,23.863636363636363,-1976.1363636363637
Jordan,Boxing,24.9,-1975.1
Jordan,Equestrian,37.0,-1963.0
Jordan,Equestrianism,24.5,-1975.5
Jordan,Fencing,19.0,-1981.0
Jordan,Judo,29.0,-1971.0
Jordan,Karate,25.0,-1975.0
Jordan,Shooting,31.823529411764707,-1968.1764705882354
Jordan,Swimming,18.933333333333334,-1981.0666666666666
Jordan,Table Tennis,22.6,-1977.4
Jordan,Taekwondo,22.5,-1977.5
Jordan,Triathlon,30.0,-1970.0
Jordan,Wrestling,22.5,-1977.5
Joy,Sailing,28.2,-1971.8
June Climene,Sailing,41.0,-1959.0
Jupiter,Sailing,29.5,-1970.5
K Division Metropolitan Police Team-3,Tug-Of-War,33.5,-1966.5
K.S.S.S. 1912-2,Sailing,26.666666666666668,-1973.3333333333333
KNS,Sailing,35.5,-1964.5
Kalayaan,Sailing,38.333333333333336,-1961.6666666666667
Kannibaltje,Sailing,28.0,-1972.0
Kathleen,Sailing,42.0,-1958.0
Kazakhstan,Archery,27.727272727272727,-1972.2727272727273
Kazakhstan,Artistic Gymnastics,22.0,-1978.0
Kazakhstan,Artistic Swimming,26.0,-1974.0
Kazakhstan,Athletics,26.70945945945946,-1973.2905405405406
Kazakhstan,Boxing,24.476923076923075,-1975.5230769230768
Kazakhstan,Canoe Slalom,28.0,-1972.0
Kazakhstan,Canoe Sprint,29.375,-1970.625
Kazakhstan,Canoeing,25.66176470588235,-1974.3382352941176
Kazakhstan,Cycling,27.48780487804878,-1972.5121951219512
Kazakhstan,Cycling Road,28.5,-1971.5
Kazakhstan,Cycling Track,25.0,-1975.0
Kazakhstan,Diving,22.53846153846154,-1977.4615384615386
Kazakhstan,Fencing,26.0,-1974.0
Kazakhstan,Gymnastics,21.444444444444443,-1978.5555555555557
Kazakhstan,Handball,25.428571428571427,-1974.5714285714287
Kazakhstan,Judo,25.418181818181818,-1974.581818181818
Kazakhstan,Karate,24.2,-1975.8
Kazakhstan,Marathon Swimming,27.0,-1973.0
Kazakhstan,Modern Pentathlon,29.833333333333332,-1970.1666666666667
Kazakhstan,Rhythmic Gymnastics,19.6,-1980.4
Kazakhstan,Rowing,23.11111111111111,-1976.888888888889
Kazakhstan,Shooting,32.53448275862069,-1967.4655172413793
Kazakhstan,Sport Climbing,25.0,-1975.0
Kazakhstan,Swimming,22.464788732394368,-1977.5352112676055
Kazakhstan,Synchronized Swimming,22.3,-1977.7
Kazakhstan,Table Tennis,23.5,-1976.5
Kazakhstan,Taekwondo,22.818181818181817,-1977.1818181818182
Kazakhstan,Tennis,27.944444444444443,-1972.0555555555557
Kazakhstan,Trampolining,18.0,-1982.0
Kazakhstan,Triathlon,26.0,-1974.0
Kazakhstan,Volleyball,27.333333333333332,-1972.6666666666667
Kazakhstan,Water Polo,28.35135135135135,-1971.6486486486488
Kazakhstan,Weightlifting,24.333333333333332,-1975.6666666666667
Kazakhstan,Wrestling,26.113636363636363,-1973.8863636363637
Kemphaan,Sailing,33.2,-1966.8
Kenya,Archery,23.0,-1977.0
Kenya,Athletics,25.134171907756812,-1974.8658280922432
Kenya,Beach Volleyball,32.5,-1967.5
Kenya,Boxing,25.575757575757574,-1974.4242424242425
Kenya,Cycling,22.0,-1978.0
Kenya,Hockey,26.0188679245283,-1973.9811320754718
Kenya,Judo,29.0,-1971.0
Kenya,Rowing,32.0,-1968.0
Kenya,Rugby Sevens,27.0,-1973.0
Kenya,Sailing,32.0,-1968.0
Kenya,Shooting,33.1875,-1966.8125
Kenya,Swimming,20.2,-1979.8
Kenya,Taekwondo,22.666666666666668,-1977.3333333333333
Kenya,Volleyball,27.0,-1973.0
Kenya,Weightlifting,26.88888888888889,-1973.111111111111
Kenya,Wrestling,26.428571428571427,-1973.5714285714287
Kerstin-1,Sailing,24.666666666666668,-1975.3333333333333
Kiel,Sailing,25.0,-1975.0
Kingfisher,Sailing,40.0,-1960.0
Kiribati,Athletics,19.875,-1980.125
Kiribati,Judo,27.0,-1973.0
Kiribati,Weightlifting,24.8,-1975.2
Kitty-1,Sailing,32.0,-1968.0
Kln,Sailing,25.0,-1975.0
Knigsberg,Sailing,37.0,-1963.0
Kon-Tiki,Sailing,29.0,-1971.0
Konstanz,Sailing,22.0,-1978.0
Korshun,Sailing,31.0,-1969.0
Kosovo,Athletics,26.333333333333332,-1973.6666666666667
Kosovo,Boxing,22.0,-1978.0
Kosovo,Cycling,22.0,-1978.0
Kosovo,Judo,25.714285714285715,-1974.2857142857142
Kosovo,Shooting,31.0,-1969.0
Kosovo,Swimming,20.25,-1979.75
Kosovo,Wrestling,30.0,-1970.0
Kristiania Roklub,Rowing,28.11111111111111,-1971.888888888889
Kristiania Roklub-1,Rowing,25.0,-1975.0
Kuling,Sailing,33.0,-1967.0
Kullan,Sailing,27.666666666666668,-1972.3333333333333
Kurush II,Sailing,30.0,-1970.0
Kurush IV,Sailing,35.75,-1964.25
Kuwait,Athletics,23.489795918367346,-1976.5102040816328
Kuwait,Boxing,21.666666666666668,-1978.3333333333333
Kuwait,Diving,20.625,-1979.375
Kuwait,Fencing,19.576923076923077,-1980.423076923077
Kuwait,Football,21.770833333333332,-1978.2291666666667
Kuwait,Handball,25.384615384615383,-1974.6153846153845
Kuwait,Judo,22.210526315789473,-1977.7894736842106
Kuwait,Karate,26.0,-1974.0
Kuwait,Rowing,27.0,-1973.0
Kuwait,Shooting,32.285714285714285,-1967.7142857142858
Kuwait,Swimming,20.5625,-1979.4375
Kuwait,Table Tennis,22.0,-1978.0
Kuwait,Taekwondo,20.0,-1980.0
Kuwait,Weightlifting,30.0,-1970.0
Kyrgyzstan,Athletics,26.285714285714285,-1973.7142857142858
Kyrgyzstan,Boxing,23.666666666666668,-1976.3333333333333
Kyrgyzstan,Canoeing,22.0,-1978.0
Kyrgyzstan,Cycling,24.8,-1975.2
Kyrgyzstan,Fencing,34.333333333333336,-1965.6666666666667
Kyrgyzstan,Judo,24.866666666666667,-1975.1333333333334
Kyrgyzstan,Modern Pentathlon,30.0,-1970.0
Kyrgyzstan,Sailing,20.0,-1980.0
Kyrgyzstan,Shooting,29.894736842105264,-1970.1052631578948
Kyrgyzstan,Swimming,20.670886075949365,-1979.3291139240507
Kyrgyzstan,Taekwondo,21.0,-1979.0
Kyrgyzstan,Weightlifting,25.375,-1974.625
Kyrgyzstan,Wrestling,25.372093023255815,-1974.6279069767443
L'Aile VI,Sailing,37.0,-1963.0
"La Salle Turnverein, Chicago",Gymnastics,23.333333333333332,-1976.6666666666667
LaBandera,Sailing,39.0,-1961.0
Lady C,Sailing,30.5,-1969.5
Lalage,Sailing,36.6,-1963.4
Lancet,Equestrianism,33.0,-1967.0
Laos,Archery,24.0,-1976.0
Laos,Athletics,22.586206896551722,-1977.4137931034484
Laos,Boxing,23.77777777777778,-1976.2222222222222
Laos,Cycling,25.0,-1975.0
Laos,Judo,22.5,-1977.5
Laos,Shooting,19.333333333333332,-1980.6666666666667
Laos,Swimming,17.6,-1982.4
"Large boat, Central Naval Prep School ""Poros""-1",Rowing,,
Lasha,Sailing,33.333333333333336,-1966.6666666666667
Latvia,3x3 Basketball,31.75,-1968.25
Latvia,Art Competitions,60.5,-1939.5
Latvia,Athletics,26.073333333333334,-1973.9266666666667
Latvia,Basketball,24.210526315789473,-1975.7894736842106
Latvia,Beach Volleyball,27.625,-1972.375
Latvia,Boxing,22.666666666666668,-1977.3333333333333
Latvia,Canoe Sprint,25.0,-1975.0
Latvia,Canoeing,27.05,-1972.95
Latvia,Cycling,25.982142857142858,-1974.017857142857
Latvia,Cycling BMX Racing,22.5,-1977.5
Latvia,Cycling Road,28.666666666666668,-1971.3333333333333
Latvia,Equestrian,32.0,-1968.0
Latvia,Fencing,25.0,-1975.0
Latvia,Football,22.625,-1977.375
Latvia,Gymnastics,23.785714285714285,-1976.2142857142858
Latvia,Judo,27.272727272727273,-1972.7272727272727
Latvia,Karate,30.0,-1970.0
Latvia,Modern Pentathlon,26.11764705882353,-1973.8823529411766
Latvia,Rowing,23.25,-1976.75
Latvia,Sailing,26.75,-1973.25
Latvia,Shooting,41.4375,-1958.5625
Latvia,Swimming,22.40625,-1977.59375
Latvia,Table Tennis,22.0,-1978.0
Latvia,Tennis,24.2,-1975.8
Latvia,Weightlifting,26.333333333333332,-1973.6666666666667
Latvia,Wrestling,26.235294117647058,-1973.764705882353
Latvia-1,Beach Volleyball,25.5,-1974.5
Latvia-2,Beach Volleyball,28.5,-1971.5
Laurea-1,Sailing,50.0,-1950.0
Lbeck,Sailing,44.0,-1956.0
Leander Club #1-1,Rowing,23.0,-1977.0
Leander Club #2-2,Rowing,20.5,-1979.5
Leander Club-1,Rowing,25.333333333333332,-1974.6666666666667
Leander Club-2,Rowing,22.5,-1977.5
Lebanon,Athletics,23.296296296296298,-1976.7037037037037
Lebanon,Boxing,23.857142857142858,-1976.142857142857
Lebanon,Canoeing,27.0,-1973.0
Lebanon,Cycling,26.09090909090909,-1973.909090909091
Lebanon,Fencing,26.62264150943396,-1973.377358490566
Lebanon,Judo,22.5,-1977.5
Lebanon,Rowing,23.0,-1977.0
Lebanon,Sailing,,
Lebanon,Shooting,34.89473684210526,-1965.1052631578948
Lebanon,Swimming,18.95,-1981.05
Lebanon,Table Tennis,30.0,-1970.0
Lebanon,Taekwondo,20.0,-1980.0
Lebanon,Weightlifting,23.083333333333332,-1976.9166666666667
Lebanon,Wrestling,26.166666666666668,-1973.8333333333333
Legionario,Sailing,34.5,-1965.5
Leipzig,Sailing,25.0,-1975.0
"Lemzos Thorichton ""Psara""-3",Rowing,,
"Lemzos Thorichton ""Spetsai""-4",Rowing,,
Lerina,Sailing,38.0,-1962.0
Lesotho,Athletics,25.452830188679247,-1974.5471698113208
Lesotho,Boxing,22.4,-1977.6
Lesotho,Cycling,31.0,-1969.0
Lesotho,Swimming,25.0,-1975.0
Lesotho,Taekwondo,24.333333333333332,-1975.6666666666667
Lett,Sailing,50.666666666666664,-1949.3333333333333
Libellule de Paris,Water Polo,20.6,-1979.4
Libellule de Paris-3,Swimming,23.0,-1977.0
Liberia,Athletics,22.97222222222222,-1977.0277777777778
Liberia,Boxing,23.75,-1976.25
Libya,Archery,19.0,-1981.0
Libya,Athletics,25.11764705882353,-1974.8823529411766
Libya,Cycling,23.0,-1977.0
Libya,Judo,25.625,-1974.375
Libya,Rowing,28.5,-1971.5
Libya,Swimming,18.5,-1981.5
Libya,Table Tennis,,
Libya,Taekwondo,23.333333333333332,-1976.6666666666667
Libya,Volleyball,,
Libya,Weightlifting,23.2,-1976.8
Liechtenstein,Artistic Swimming,21.5,-1978.5
Liechtenstein,Athletics,24.15625,-1975.84375
Liechtenstein,Cycling,21.571428571428573,-1978.4285714285713
Liechtenstein,Equestrianism,29.0,-1971.0
Liechtenstein,Gymnastics,25.0,-1975.0
Liechtenstein,Judo,24.058823529411764,-1975.9411764705883
Liechtenstein,Shooting,35.25,-1964.75
Liechtenstein,Swimming,25.2,-1974.8
Liechtenstein,Tennis,24.0,-1976.0
"Life boat naval ship ""Spetsai""-1",Rowing,,
Linglom,Sailing,41.333333333333336,-1958.6666666666667
Lithuania,Artistic Gymnastics,26.0,-1974.0
Lithuania,Athletics,27.866666666666667,-1972.1333333333334
Lithuania,Badminton,24.0,-1976.0
Lithuania,Basketball,27.08433734939759,-1972.9156626506024
Lithuania,Boxing,24.27777777777778,-1975.7222222222222
Lithuania,Canoe Sprint,30.0,-1970.0
Lithuania,Canoeing,27.423076923076923,-1972.576923076923
Lithuania,Cycling,26.407894736842106,-1973.592105263158
Lithuania,Cycling Road,32.5,-1967.5
Lithuania,Cycling Track,30.142857142857142,-1969.857142857143
Lithuania,Football,22.77777777777778,-1977.2222222222222
Lithuania,Gymnastics,19.91304347826087,-1980.0869565217392
Lithuania,Judo,26.11111111111111,-1973.888888888889
Lithuania,Modern Pentathlon,26.956521739130434,-1973.0434782608695
Lithuania,Rhythmic Gymnastics,21.0,-1979.0
Lithuania,Rowing,26.153846153846153,-1973.8461538461538
Lithuania,Sailing,26.666666666666668,-1973.3333333333333
Lithuania,Shooting,38.25,-1961.75
Lithuania,Swimming,22.31111111111111,-1977.6888888888889
Lithuania,Table Tennis,26.0,-1974.0
Lithuania,Tennis,26.0,-1974.0
Lithuania,Weightlifting,26.0,-1974.0
Lithuania,Wrestling,25.058823529411764,-1974.9411764705883
Liverpool Police Team-2,Tug-Of-War,31.5,-1968.5
Llanoria,Sailing,36.0,-1964.0
London City Police-1,Tug-Of-War,30.0,-1970.0
Lotta IV,Sailing,28.75,-1971.25
Lucky,Sailing,20.5,-1979.5
Lucky Girl-1,Sailing,32.2,-1967.8
Lucky Star,Equestrianism,49.0,-1951.0
Lucky Star,Sailing,32.5,-1967.5
Ludwigshafener Ruder Verein-1,Rowing,23.0,-1977.0
Ludwigshafener Ruderverein,Rowing,28.0,-1972.0
Lully II,Sailing,28.6,-1971.4
Luxembourg,Archery,34.63636363636363,-1965.3636363636363
Luxembourg,Art Competitions,40.642857142857146,-1959.357142857143
Luxembourg,Athletics,24.77227722772277,-1975.2277227722773
Luxembourg,Boxing,22.17241379310345,-1977.8275862068965
Luxembourg,Canoeing,24.63157894736842,-1975.3684210526317
Luxembourg,Cycling,22.65714285714286,-1977.3428571428572
Luxembourg,Cycling Road,28.75,-1971.25
Luxembourg,Equestrian,29.0,-1971.0
Luxembourg,Fencing,29.879310344827587,-1970.1206896551723
Luxembourg,Football,23.880597014925375,-1976.1194029850747
Luxembourg,Gymnastics,26.297169811320753,-1973.7028301886792
Luxembourg,Judo,25.25,-1974.75
Luxembourg,Sailing,23.0,-1977.0
Luxembourg,Shooting,34.18181818181818,-1965.8181818181818
Luxembourg,Swimming,21.40740740740741,-1978.5925925925926
Luxembourg,Table Tennis,42.0,-1958.0
Luxembourg,Tennis,25.666666666666668,-1974.3333333333333
Luxembourg,Triathlon,27.6,-1972.4
Luxembourg,Water Polo,21.857142857142858,-1978.142857142857
Luxembourg,Weightlifting,25.0,-1975.0
Luxembourg,Wrestling,23.666666666666668,-1976.3333333333333
Lyn-2,Sailing,29.6,-1970.4
Lynn,Sailing,34.2,-1965.8
Ma'Lindo,Sailing,27.5,-1972.5
Mac Miche,Sailing,30.333333333333332,-1969.6666666666667
Macedonia,Athletics,21.4,-1978.6
Macedonia,Canoeing,23.166666666666668,-1976.8333333333333
Macedonia,Judo,25.0,-1975.0
Macedonia,Shooting,20.714285714285715,-1979.2857142857142
Macedonia,Swimming,20.066666666666666,-1979.9333333333334
Macedonia,Wrestling,30.125,-1969.875
Macky VI,Sailing,24.333333333333332,-1975.6666666666667
Mad Dog,Sailing,23.5,-1976.5
Madagascar,Athletics,25.915254237288135,-1974.084745762712
Madagascar,Boxing,25.272727272727273,-1974.7272727272727
Madagascar,Cycling,30.0,-1970.0
Madagascar,Judo,24.357142857142858,-1975.642857142857
Madagascar,Swimming,18.869565217391305,-1981.1304347826087
Madagascar,Tennis,17.625,-1982.375
Madagascar,Weightlifting,25.8,-1974.2
Madagascar,Wrestling,34.0,-1966.0
Magda IX,Sailing,32.0,-1968.0
Magdalen College Boat Club-1,Rowing,21.0,-1979.0
Maid of Lebanon,Sailing,38.5,-1961.5
Mainz,Sailing,35.0,-1965.0
Malawi,Archery,23.5,-1976.5
Malawi,Athletics,23.29787234042553,-1976.7021276595744
Malawi,Boxing,23.8125,-1976.1875
Malawi,Cycling,29.764705882352942,-1970.235294117647
Malawi,Judo,28.0,-1972.0
Malawi,Swimming,18.11111111111111,-1981.888888888889
Malaya,Athletics,21.0,-1979.0
Malaya,Hockey,25.666666666666668,-1974.3333333333333
Malaya,Shooting,32.5,-1967.5
Malaya,Swimming,19.5,-1980.5
Malaya,Weightlifting,26.0,-1974.0
Malaysia,Archery,22.5,-1977.5
Malaysia,Artistic Gymnastics,24.666666666666668,-1975.3333333333333
Malaysia,Athletics,24.134328358208954,-1975.865671641791
Malaysia,Badminton,26.23076923076923,-1973.7692307692307
Malaysia,Boxing,23.333333333333332,-1976.6666666666667
Malaysia,Canoeing,31.0,-1969.0
Malaysia,Cycling,22.568627450980394,-1977.4313725490197
Malaysia,Cycling Track,29.0,-1971.0
Malaysia,Diving,21.785714285714285,-1978.2142857142858
Malaysia,Fencing,30.75,-1969.25
Malaysia,Football,24.733333333333334,-1975.2666666666667
Malaysia,Golf,27.666666666666668,-1972.3333333333333
Malaysia,Gymnastics,18.77777777777778,-1981.2222222222222
Malaysia,Hockey,24.64,-1975.36
Malaysia,Judo,31.0,-1969.0
Malaysia,Sailing,23.09090909090909,-1976.909090909091
Malaysia,Shooting,36.130434782608695,-1963.8695652173913
Malaysia,Swimming,18.88659793814433,-1981.1134020618556
Malaysia,Table Tennis,21.5,-1978.5
Malaysia,Taekwondo,24.25,-1975.75
Malaysia,Weightlifting,27.181818181818183,-1972.8181818181818
Malaysia,Wrestling,20.0,-1980.0
Malaysia-1,Badminton,25.8,-1974.2
Malaysia-2,Badminton,27.2,-1972.8
Maldives,Athletics,21.676470588235293,-1978.3235294117646
Maldives,Badminton,22.0,-1978.0
Maldives,Swimming,19.941176470588236,-1980.0588235294117
Mali,Athletics,25.0625,-1974.9375
Mali,Basketball,23.833333333333332,-1976.1666666666667
Mali,Boxing,23.75,-1976.25
Mali,Football,20.9375,-1979.0625
Mali,Judo,25.384615384615383,-1974.6153846153845
Mali,Swimming,21.636363636363637,-1978.3636363636363
Mali,Taekwondo,27.0,-1973.0
Malta,Archery,27.75,-1972.25
Malta,Athletics,24.19047619047619,-1975.8095238095239
Malta,Badminton,22.0,-1978.0
Malta,Cycling,23.5,-1976.5
Malta,Judo,25.0,-1975.0
Malta,Sailing,28.75,-1971.25
Malta,Shooting,33.9,-1966.1
Malta,Swimming,19.055555555555557,-1980.9444444444443
Malta,Water Polo,22.928571428571427,-1977.0714285714287
Malta,Weightlifting,28.5,-1971.5
Malta,Wrestling,20.75,-1979.25
Mamie-4,Sailing,,
Mamie-6,Sailing,,
Manana,Sailing,45.0,-1955.0
Marga-2,Sailing,29.166666666666668,-1970.8333333333333
Margaret,Sailing,33.0,-1967.0
Mari,Sailing,23.0,-1977.0
Marie-Tim,Sailing,,
"Marinai della nave da guerra ""Varese""",Rowing,,
Marmara,Sailing,35.5,-1964.5
Marmi II-1,Sailing,32.0,-1968.0
Marshall Islands,Athletics,21.833333333333332,-1978.1666666666667
Marshall Islands,Swimming,19.875,-1980.125
Marshall Islands,Taekwondo,20.0,-1980.0
Marshall Islands,Weightlifting,19.0,-1981.0
Marsouin-26,Sailing,38.0,-1962.0
Marsouin-8,Sailing,38.0,-1962.0
Martha-1,Sailing,53.0,-1947.0
Martha-27,Sailing,53.0,-1947.0
Maryke,Sailing,32.5,-1967.5
Mascaret-28,Sailing,,
Mascaret-4,Sailing,,
Mascotte,Sailing,31.0,-1969.0
Matrero II,Sailing,28.666666666666668,-1971.3333333333333
Mauritania,Athletics,24.541666666666668,-1975.4583333333333
Mauritania,Wrestling,27.5,-1972.5
Mauritius,Archery,38.333333333333336,-1961.6666666666667
Mauritius,Athletics,23.877551020408163,-1976.1224489795918
Mauritius,Badminton,21.541666666666668,-1978.4583333333333
Mauritius,Beach Volleyball,30.5,-1969.5
Mauritius,Boxing,25.0625,-1974.9375
Mauritius,Cycling,23.0,-1977.0
Mauritius,Judo,24.428571428571427,-1975.5714285714287
Mauritius,Sailing,25.0,-1975.0
Mauritius,Swimming,19.77777777777778,-1980.2222222222222
Mauritius,Table Tennis,26.0,-1974.0
Mauritius,Triathlon,26.0,-1974.0
Mauritius,Weightlifting,25.5,-1974.5
Mauritius,Wrestling,27.0,-1973.0
Mauritius-1,Badminton,22.5,-1977.5
Mauritius-2,Badminton,21.5,-1978.5
May Be,Sailing,34.8,-1965.2
May Be VII,Sailing,46.6,-1953.4
May-Be 1960,Sailing,45.5,-1954.5
Mebi,Sailing,,
Merope,Sailing,34.0,-1966.0
Merope III,Sailing,41.25,-1958.75
Meteor,Sailing,32.0,-1968.0
Mexico,Archery,25.676923076923078,-1974.323076923077
Mexico,Art Competitions,41.611111111111114,-1958.388888888889
Mexico,Artistic Gymnastics,29.333333333333332,-1970.6666666666667
Mexico,Artistic Swimming,28.5,-1971.5
Mexico,Athletics,26.14848484848485,-1973.851515151515
Mexico,Badminton,23.4,-1976.6
Mexico,Baseball/Softball,28.615384615384617,-1971.3846153846155
Mexico,Basketball,24.72151898734177,-1975.2784810126582
Mexico,Beach Volleyball,29.0,-1971.0
Mexico,Boxing,21.021505376344088,-1978.978494623656
Mexico,Canoe Slalom,24.0,-1976.0
Mexico,Canoeing,23.21875,-1976.78125
Mexico,Cycling,23.7890625,-1976.2109375
Mexico,Cycling Mountain Bike,29.0,-1971.0
Mexico,Cycling Road,26.5,-1973.5
Mexico,Cycling Track,26.0,-1974.0
Mexico,Diving,22.097142857142856,-1977.902857142857
Mexico,Equestrian,38.666666666666664,-1961.3333333333333
Mexico,Equestrianism,34.205714285714286,-1965.7942857142857
Mexico,Fencing,28.294117647058822,-1971.7058823529412
Mexico,Football,22.61111111111111,-1977.388888888889
Mexico,Golf,26.571428571428573,-1973.4285714285713
Mexico,Gymnastics,19.653465346534652,-1980.3465346534654
Mexico,Hockey,23.58823529411765,-1976.4117647058824
Mexico,Judo,23.419354838709676,-1976.5806451612902
Mexico,Marathon Swimming,31.0,-1969.0
Mexico,Modern Pentathlon,24.933333333333334,-1975.0666666666666
Mexico,Polo,31.25,-1968.75
Mexico,Rhythmic Gymnastics,30.0,-1970.0
Mexico,Rowing,24.114285714285714,-1975.8857142857144
Mexico,Sailing,27.035714285714285,-1972.9642857142858
Mexico,Shooting,33.20754716981132,-1966.7924528301887
Mexico,Swimming,19.432642487046632,-1980.5673575129533
Mexico,Synchronized Swimming,21.352941176470587,-1978.6470588235295
Mexico,Table Tennis,27.6,-1972.4
Mexico,Taekwondo,25.05263157894737,-1974.9473684210527
Mexico,Tennis,23.17241379310345,-1976.8275862068965
Mexico,Trampoline Gymnastics,25.0,-1975.0
Mexico,Triathlon,29.36842105263158,-1970.6315789473683
Mexico,Volleyball,24.444444444444443,-1975.5555555555557
Mexico,Water Polo,22.425,-1977.575
Mexico,Weightlifting,25.655172413793103,-1974.344827586207
Mexico,Wrestling,25.16176470588235,-1974.8382352941176
Mignon-29,Sailing,49.0,-1951.0
Mignon-3,Sailing,49.0,-1951.0
Milwaukee Athletic Club-1,Tug-Of-War,29.0,-1971.0
"Milwaukee Turnverein, Milwaukee",Gymnastics,25.75,-1974.25
Minerva Amsterdam,Rowing,24.0,-1976.0
Minotaur,Sailing,31.666666666666668,-1968.3333333333333
Mirtala,Sailing,40.333333333333336,-1959.6666666666667
Miss Denmark 1964,Sailing,27.5,-1972.5
Miss Nippon IV,Sailing,33.0,-1967.0
Miss Nippon V,Sailing,31.666666666666668,-1968.3333333333333
Missouri Athletic Club-3,Swimming,21.5,-1978.5
